latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-0.8762,24.22919,307.59,1.65,1.26,2024-06-28,1253,A,60,6.1NRT,280.76,14.25,D
-1.59849,19.23097,309.24,1.01,1,2024-06-28,1253,A,50,6.1NRT,298.57,3.97,D
-0.82044,24.22075,303.62,1.65,1.26,2024-06-28,1253,A,50,6.1NRT,281.65,9.25,D
0.0112,29.64211,310.45,4.61,1.97,2024-06-28,1253,A,53,6.1NRT,289.56,36.49,D
0.02859,29.63982,311.08,4.61,1.97,2024-06-28,1253,A,54,6.1NRT,290.28,40.64,D
-1.07012,22.31898,305.42,1.21,1.1,2024-06-28,1253,A,52,6.1NRT,289.22,4.54,D
0.01125,29.63726,311.11,4.61,1.97,2024-06-28,1253,A,56,6.1NRT,290.13,40.9,D
-0.7966,23.9942,322.91,1.58,1.24,2024-06-28,1253,A,81,6.1NRT,288.17,36.3,D
-1.23498,20.46569,312.65,1.02,1.01,2024-06-28,1253,A,64,6.1NRT,297.54,7.24,D
-1.52316,18.48225,309.18,1.04,1.02,2024-06-28,1253,A,51,6.1NRT,298.12,4.48,D
-1.40732,19.02759,318.2,1.01,1.01,2024-06-28,1253,A,72,6.1NRT,299.31,11.12,D
-0.66131,24.05373,309.88,1.61,1.25,2024-06-28,1253,A,68,6.1NRT,289.49,14.07,D
-1.31004,19.37842,309.7,1,1,2024-06-28,1253,A,54,6.1NRT,298.01,4.45,D
-0.60192,24.06829,308.61,1.62,1.25,2024-06-28,1253,A,66,6.1NRT,289.49,12.37,D
-1.54341,17.5857,314.88,1.13,1.06,2024-06-28,1253,A,68,6.1NRT,298.54,9.57,D
-1.54486,17.57574,321.18,1.13,1.06,2024-06-28,1253,A,76,6.1NRT,298.76,16.52,D
-1.68137,16.56792,312.85,1.29,1.13,2024-06-28,1253,A,0,6.1NRT,294.56,9.67,D
-1.17626,19.98842,321.58,1,1,2024-06-28,1253,A,77,6.1NRT,298.06,14.91,D
-1.79228,15.41871,313.54,1.56,1.23,2024-06-28,1253,A,66,6.1NRT,274.55,18.35,D
-1.60994,16.7002,319.66,1.26,1.12,2024-06-28,1253,A,59,6.1NRT,291.75,15.31,D
-0.51558,24.18073,301.12,1.65,1.26,2024-06-28,1253,A,24,6.1NRT,278.66,6.09,D
-1.78772,15.42496,316.96,1.55,1.23,2024-06-28,1253,A,72,6.1NRT,276.56,25.03,D
-1.2013,19.2389,311.62,1,1,2024-06-28,1253,A,60,6.1NRT,298.45,5.85,D
-1.22843,18.98933,309.34,1.01,1.01,2024-06-28,1253,A,52,6.1NRT,298.47,4.34,D
-1.91877,14.20483,344.63,1.94,1.36,2024-06-28,1253,A,93,6.1NRT,291.09,117.13,D
-0.47883,24.04328,309.15,1.62,1.25,2024-06-28,1253,A,67,6.1NRT,280.52,15.71,D
-1.86122,14.22571,324.43,1.93,1.36,2024-06-28,1253,A,68,6.1NRT,289.87,40.7,D
-1.85165,14.20742,324.93,1.93,1.36,2024-06-28,1253,A,74,6.1NRT,293.3,43.75,D
-0.42291,23.9574,302.24,1.6,1.24,2024-06-28,1253,A,47,6.1NRT,278.32,6.85,D
-0.94435,20.37779,308.83,1.02,1.01,2024-06-28,1253,A,53,6.1NRT,296.6,4.34,D
-1.8132,14.3884,314.85,1.87,1.34,2024-06-28,1253,A,69,6.1NRT,294.1,14.78,D
-0.29362,24.28576,316.99,1.7,1.28,2024-06-28,1253,A,77,6.1NRT,292.15,24.83,D
-1.37703,16.68825,317.54,1.26,1.11,2024-06-28,1253,A,54,6.1NRT,298.34,11.24,D
-1.3959,16.34355,319.95,1.32,1.14,2024-06-28,1253,A,75,6.1NRT,297,17.68,D
-1.40088,16.30854,313.32,1.33,1.14,2024-06-28,1253,A,60,6.1NRT,295.86,9.61,D
-0.95254,19.37048,317.22,1,1,2024-06-28,1253,A,72,6.1NRT,298.25,10.39,D
-1.33758,16.68251,312.83,1.26,1.11,2024-06-28,1253,A,33,6.1NRT,294.4,5.87,D
-0.95778,19.07702,313.66,1.01,1,2024-06-28,1253,A,65,6.1NRT,298.19,6.94,D
-0.95906,19.06816,311.61,1.01,1,2024-06-28,1253,A,60,6.1NRT,298.35,5.3,D
-1.64437,14.36907,315.8,1.86,1.33,2024-06-28,1253,A,71,6.1NRT,290.14,19.96,D
-1.26052,16.7221,314.87,1.25,1.11,2024-06-28,1253,A,68,6.1NRT,293.79,10.29,D
-0.91082,19.08828,312.18,1.01,1,2024-06-28,1253,A,62,6.1NRT,297.66,6.28,D
-1.25341,16.63085,311.04,1.26,1.12,2024-06-28,1253,A,59,6.1NRT,296.39,7.59,D
-0.84443,19.40539,309.63,1,1,2024-06-28,1253,A,55,6.1NRT,297.37,4.38,D
-0.81769,19.52724,318.57,1,1,2024-06-28,1253,A,73,6.1NRT,297.68,11.7,D
-1.31623,16.05319,309.75,1.38,1.16,2024-06-28,1253,A,54,6.1NRT,293.21,5.8,D
-0.90294,18.75328,314.83,1.02,1.01,2024-06-28,1253,A,67,6.1NRT,296.92,7.99,D
-0.90424,18.74431,312.17,1.02,1.01,2024-06-28,1253,A,62,6.1NRT,297.95,5.87,D
-0.80298,19.1924,318.25,1,1,2024-06-28,1253,A,73,6.1NRT,297.76,10.73,D
-0.82217,19.05979,314.76,1.01,1,2024-06-28,1253,A,67,6.1NRT,294.4,8.75,D
-0.82345,19.05094,317.99,1.01,1,2024-06-28,1253,A,72,6.1NRT,293.79,11.51,D
-1.14798,16.72157,316.23,1.24,1.11,2024-06-28,1253,A,61,6.1NRT,297.72,11.61,D
-0.74556,19.26841,318.07,1,1,2024-06-28,1253,A,73,6.1NRT,298.12,11.2,D
-0.67064,19.47321,310.93,1,1,2024-06-28,1253,A,59,6.1NRT,298.1,4.75,D
-1.02748,16.99434,314.33,1.2,1.09,2024-06-28,1253,A,37,6.1NRT,297.82,7.71,D
-1.01629,16.97536,313.07,1.2,1.09,2024-06-28,1253,A,0,6.1NRT,297.84,7.65,D
-1.13161,16.19741,309.41,1.34,1.15,2024-06-28,1253,A,32,6.1NRT,293.73,5.78,D
-0.99738,17.03691,309.4,1.19,1.08,2024-06-28,1253,A,42,6.1NRT,295.51,4.36,D
-0.66598,19.11514,310.71,1,1,2024-06-28,1253,A,58,6.1NRT,297.99,5.03,D
-0.83152,17.84627,310.97,1.08,1.04,2024-06-28,1253,A,58,6.1NRT,297.56,5.9,D
-0.59722,19.40201,309.93,1,1,2024-06-28,1253,A,55,6.1NRT,298.26,4.25,D
-0.81766,17.74645,312.04,1.09,1.04,2024-06-28,1253,A,38,6.1NRT,297.03,6.38,D
-0.81038,17.74966,313.2,1.09,1.04,2024-06-28,1253,A,64,6.1NRT,297.1,8.4,D
-0.81179,17.74006,315.04,1.09,1.04,2024-06-28,1253,A,68,6.1NRT,296.51,10.08,D
-0.26825,21.42093,305.83,1.11,1.05,2024-06-28,1253,A,42,6.1NRT,287.65,4.74,D
-0.555,19.43508,319.53,1,1,2024-06-28,1253,A,65,6.1NRT,298.02,12.01,D
-0.55628,19.42629,313.12,1,1,2024-06-28,1253,A,55,6.1NRT,298.45,6.01,D
-0.59221,19.11668,312.21,1,1,2024-06-28,1253,A,61,6.1NRT,298.28,6.19,D
-0.58474,19.04339,320.42,1.01,1,2024-06-28,1253,A,75,6.1NRT,297.49,13.07,D
-0.58603,19.03454,316.35,1.01,1,2024-06-28,1253,A,70,6.1NRT,297.33,9.21,D
-0.55409,19.19222,312.3,1,1,2024-06-28,1253,A,62,6.1NRT,298.46,5.97,D
-0.60548,18.83797,319.95,1.01,1.01,2024-06-28,1253,A,74,6.1NRT,296.16,13.29,D
-0.60677,18.82906,323.86,1.01,1.01,2024-06-28,1253,A,79,6.1NRT,296.03,17.24,D
-0.57855,18.96109,323.55,1.01,1,2024-06-28,1253,A,78,6.1NRT,297.69,16.28,D
-0.57983,18.95222,323.15,1.01,1,2024-06-28,1253,A,78,6.1NRT,298.22,15.96,D
-0.98188,16.02421,321.15,1.37,1.16,2024-06-28,1253,A,77,6.1NRT,293.21,22.09,D
-0.51241,19.08954,311.79,1,1,2024-06-28,1253,A,60,6.1NRT,299,5.38,D
-0.56546,18.72539,308.18,1.02,1.01,2024-06-28,1253,A,40,6.1NRT,294.56,3.38,D
-0.56175,18.68829,310.29,1.02,1.01,2024-06-28,1253,A,55,6.1NRT,295.64,4.72,D
-0.94839,16.04964,313.35,1.36,1.16,2024-06-28,1253,A,66,6.1NRT,294.56,11.43,D
-0.95016,16.03766,309.63,1.37,1.16,2024-06-28,1253,A,56,6.1NRT,294.84,7.08,D
-0.43492,19.2493,309.25,1,1,2024-06-28,1253,A,51,6.1NRT,297.66,3.86,D
-0.4362,19.2405,312.03,1,1,2024-06-28,1253,A,61,6.1NRT,298.37,5.91,D
-0.46699,18.96549,321.66,1.01,1,2024-06-28,1253,A,76,6.1NRT,298.64,14.49,D
-0.40957,19.04169,338.05,1.01,1,2024-06-28,1253,A,89,6.1NRT,298.75,34.84,D
-0.41085,19.03285,362.61,1.01,1,2024-06-28,1253,A,100,6.1NRT,301.09,88.4,D
-0.4342,18.29742,316.26,1.04,1.02,2024-06-28,1253,A,69,6.1NRT,298.22,9.75,D
-0.53,17.38106,313.54,1.13,1.06,2024-06-28,1253,A,48,6.1NRT,298.86,6.01,D
-0.38277,18.27123,338.38,1.04,1.02,2024-06-28,1253,A,89,6.1NRT,299.14,37.74,D
-0.34801,18.26034,310.29,1.04,1.02,2024-06-28,1253,A,53,6.1NRT,297.95,4.29,D
0.02841,19.26835,308.94,1,1,2024-06-28,1253,A,50,6.1NRT,289,4.93,D
0.49939,17.29514,312.58,1.11,1.05,2024-06-28,1253,A,58,6.1NRT,296.81,5.09,D
0.5825,17.42513,311.18,1.1,1.04,2024-06-28,1253,A,54,6.1NRT,296.92,5.83,D
0.79894,17.1468,316.97,1.12,1.06,2024-06-28,1253,A,72,6.1NRT,292.9,11.53,D
1.42298,16.17068,312.61,1.24,1.11,2024-06-28,1253,A,62,6.1NRT,295.21,9.47,D
2.28321,18.97425,312.84,1,1,2024-06-28,1253,A,66,6.1NRT,291.84,7.89,D
4.16998,19.32792,321.81,1.02,1.01,2024-06-28,1253,A,79,6.1NRT,284.99,14.9,D
51.93066,130.99788,303.57,1.49,1.21,2024-06-28,1246,T,16,6.1NRT,286.62,10.68,N
51.94315,131.01704,306.28,1.49,1.21,2024-06-28,1246,T,32,6.1NRT,286.77,13.82,N
52.50818,130.18497,319.64,1.4,1.17,2024-06-28,1246,T,99,6.1NRT,283.66,33.32,N
52.59891,120.90308,303.89,1.1,1.05,2024-06-28,1246,T,57,6.1NRT,282.68,8.21,N
54.17242,130.48624,309.76,1.51,1.21,2024-06-28,1246,T,78,6.1NRT,280.74,23.9,N
54.17056,130.46338,304.08,1.51,1.21,2024-06-28,1246,T,58,6.1NRT,279.23,17.04,N
53.04222,120.68142,309.02,1.1,1.04,2024-06-28,1246,T,76,6.1NRT,290.22,9.97,N
53.03955,120.66571,318.56,1.1,1.05,2024-06-28,1246,T,97,6.1NRT,291.14,18.87,N
53.96632,127.26454,334.1,1.15,1.07,2024-06-28,1246,T,100,6.1NRT,288.8,41.5,N
53.05114,120.67693,305.14,1.1,1.04,2024-06-28,1246,T,63,6.1NRT,288.83,7.44,N
53.0485,120.66131,303.95,1.1,1.05,2024-06-28,1246,T,56,6.1NRT,288.06,6.63,N
53.97762,127.27921,318.97,1.15,1.07,2024-06-28,1246,T,42,6.1NRT,288.04,19.73,N
54.16616,129.02483,320.85,1.32,1.14,2024-06-28,1246,T,100,6.1NRT,282.22,32.57,N
54.17425,129.01624,303.93,1.32,1.14,2024-06-28,1246,T,58,6.1NRT,279.06,13.75,N
53.90031,126.28716,311.21,1.08,1.04,2024-06-28,1246,T,82,6.1NRT,278.83,15.62,N
53.92941,126.29362,317.09,1.08,1.04,2024-06-28,1246,T,94,6.1NRT,279.22,18.87,N
53.1007,120.52784,300.23,1.1,1.05,2024-06-28,1246,T,22,6.1NRT,288.02,5.35,N
53.09807,120.5125,318.15,1.11,1.05,2024-06-28,1246,T,96,6.1NRT,289.82,19.94,N
53.93848,126.29041,314.91,1.08,1.04,2024-06-28,1246,T,90,6.1NRT,279.79,16.69,N
53.92628,125.13287,300.21,1.03,1.01,2024-06-28,1249,T,17,6.1NRT,281.34,7.02,N
53.34825,120.15031,307.96,1.12,1.06,2024-06-28,1249,T,57,6.1NRT,290.06,9.57,N
53.35726,120.14573,312.23,1.12,1.06,2024-06-28,1249,T,62,6.1NRT,290.62,12.82,N
54.76043,130.16136,305.16,1.49,1.21,2024-06-28,1249,T,63,6.1NRT,280.76,17.33,N
54.78963,130.38768,311.61,1.53,1.22,2024-06-28,1249,T,35,6.1NRT,279.59,22.93,N
54.78765,130.36305,332.57,1.53,1.22,2024-06-28,1249,T,100,6.1NRT,283.28,62.13,N
54.78588,130.34088,306.44,1.52,1.22,2024-06-28,1249,T,40,6.1NRT,278.91,15.91,N
54.80036,130.38441,353.93,1.53,1.22,2024-06-28,1249,T,100,6.1NRT,287.53,133.76,N
54.79841,130.36023,402.77,1.53,1.22,2024-06-28,1249,T,100,6.1NRT,301.38,500.79,N
54.79665,130.33832,339.18,1.52,1.22,2024-06-28,1249,T,100,6.1NRT,286.24,77.43,N
54.81311,130.40596,337.35,1.53,1.22,2024-06-28,1249,T,100,6.1NRT,286.99,75.73,N
54.81108,130.38094,341.66,1.53,1.22,2024-06-28,1249,T,98,6.1NRT,287.25,85.96,N
54.80919,130.35767,400.66,1.53,1.22,2024-06-28,1249,T,100,6.1NRT,301.26,474.74,N
54.80744,130.33603,339.98,1.52,1.22,2024-06-28,1249,T,100,6.1NRT,288.39,79.07,N
54.82392,130.40347,326.59,1.53,1.22,2024-06-28,1249,T,100,6.1NRT,285.16,48.94,N
54.82199,130.37971,321.71,1.53,1.22,2024-06-28,1249,T,31,6.1NRT,286.12,37.23,N
54.82008,130.35628,377.49,1.53,1.22,2024-06-28,1249,T,100,6.1NRT,297.71,265.86,N
54.81824,130.33377,385.07,1.52,1.22,2024-06-28,1249,T,100,6.1NRT,295.97,325.43,N
54.82909,130.33206,342.41,1.52,1.22,2024-06-28,1249,T,100,6.1NRT,279.36,89.03,N
54.84179,130.35274,311.25,1.53,1.22,2024-06-28,1249,T,7,6.1NRT,279.94,21.61,N
54.8334,130.34802,312.72,1.53,1.22,2024-06-28,1249,T,37,6.1NRT,278.29,23.61,N
54.83161,130.32518,309.24,1.52,1.22,2024-06-28,1249,T,15,6.1NRT,270.99,18.55,N
54.8442,130.3457,318.66,1.53,1.22,2024-06-28,1249,T,52,6.1NRT,279.87,33.35,N
53.57639,120.00034,305.44,1.12,1.06,2024-06-28,1249,T,64,6.1NRT,288.82,9.37,N
54.86231,128.44766,318.38,1.29,1.13,2024-06-28,1249,T,97,6.1NRT,284.27,26.8,N
54.86049,128.42841,307.89,1.28,1.12,2024-06-28,1249,T,58,6.1NRT,279.3,14.89,N
54.89202,128.43848,307.77,1.29,1.13,2024-06-28,1249,T,72,6.1NRT,284.6,14.86,N
54.89019,128.41936,316.65,1.28,1.12,2024-06-28,1249,T,94,6.1NRT,283.49,24.83,N
53.96644,120.39766,331.33,1.08,1.04,2024-06-28,1249,T,98,6.1NRT,279.2,34.12,N
53.88584,119.01989,306.07,1.18,1.08,2024-06-28,1249,T,21,6.1NRT,286.46,10.24,N
53.88257,119.00184,309.67,1.19,1.08,2024-06-28,1249,T,51,6.1NRT,286.2,13.24,N
54.28063,121.28489,345.9,1.04,1.02,2024-06-28,1249,T,100,6.1NRT,273.74,61.63,N
54.27822,121.26974,325.43,1.04,1.02,2024-06-28,1249,T,100,6.1NRT,268.61,29.11,N
54.87041,124.32801,310.16,1.02,1.01,2024-06-28,1249,T,79,6.1NRT,284.02,11.94,N
54.86842,124.31274,307.36,1.02,1.01,2024-06-28,1249,T,71,6.1NRT,282.91,10,N
54.87918,124.32449,319.04,1.02,1.01,2024-06-28,1249,T,81,6.1NRT,284.99,18.64,N
54.8772,124.30922,319.63,1.02,1.01,2024-06-28,1249,T,93,6.1NRT,283.92,19.36,N
54.89874,124.33284,301.17,1.02,1.01,2024-06-28,1249,T,34,6.1NRT,282.06,6.72,N
54.98541,123.93005,302.18,1.01,1,2024-06-28,1249,T,41,6.1NRT,280.48,7.76,N
54.52174,118.91525,339.33,1.16,1.07,2024-06-28,1249,T,100,6.1NRT,284.58,55.09,N
54.51868,118.89822,332.7,1.16,1.07,2024-06-28,1249,T,100,6.1NRT,282.9,42.91,N
54.58855,119.00974,300.91,1.15,1.07,2024-06-28,1249,T,20,6.1NRT,282.29,8.09,N
54.56772,118.81088,311.16,1.17,1.08,2024-06-28,1249,T,51,6.1NRT,279.41,18.39,N
54.56469,118.79418,303.51,1.17,1.08,2024-06-28,1249,T,28,6.1NRT,276.53,11.98,N
55.46096,123.4586,311.72,1.01,1,2024-06-28,1249,T,83,6.1NRT,281.65,13.57,N
55.45888,123.44326,301.5,1.01,1,2024-06-28,1249,T,28,6.1NRT,280.3,6.78,N
55.46759,123.43957,302.95,1.01,1,2024-06-28,1249,T,31,6.1NRT,280.91,7.59,N
55.47021,123.384,300.18,1.01,1,2024-06-28,1249,T,5,6.1NRT,281.58,6.1,N
55.46812,123.36862,310.19,1,1,2024-06-28,1249,T,79,6.1NRT,281.73,12.52,N
55.98635,127.26174,306.29,1.21,1.09,2024-06-28,1249,T,68,6.1NRT,279.66,14.63,N
55.5188,123.20054,310.2,1,1,2024-06-28,1249,T,79,6.1NRT,281.46,12.77,N
54.953,119.37536,310.59,1.11,1.05,2024-06-28,1249,T,20,6.1NRT,286.33,14,N
54.99171,119.37271,303.02,1.11,1.05,2024-06-28,1249,T,34,6.1NRT,283.73,9.11,N
54.81035,118.29845,321.49,1.2,1.09,2024-06-28,1249,T,100,6.1NRT,284.01,28.79,N
54.80709,118.28069,311.99,1.2,1.09,2024-06-28,1249,T,84,6.1NRT,283.81,17.25,N
55.83516,124.47479,342.31,1.04,1.02,2024-06-28,1249,T,100,6.1NRT,284.02,52.36,N
55.83313,124.45855,325.72,1.04,1.02,2024-06-28,1249,T,100,6.1NRT,281.15,27.29,N
55.84406,124.47159,348.27,1.04,1.02,2024-06-28,1249,T,100,6.1NRT,284.66,63.26,N
55.84202,124.45531,354.49,1.04,1.02,2024-06-28,1249,T,100,6.1NRT,284.91,77.39,N
55.84003,124.43947,326.08,1.04,1.02,2024-06-28,1249,T,100,6.1NRT,280.69,27.94,N
55.85294,124.46816,395.28,1.04,1.02,2024-06-28,1249,T,100,6.1NRT,292,239.54,N
55.85088,124.45184,357.13,1.04,1.02,2024-06-28,1249,T,100,6.1NRT,284.69,83.89,N
55.86175,124.4643,324.01,1.04,1.02,2024-06-28,1249,T,100,6.1NRT,280.66,24.58,N
55.13333,119.41856,311.67,1.1,1.05,2024-06-28,1249,T,83,6.1NRT,270.3,17.16,N
55.06149,119.00283,302.12,1.13,1.06,2024-06-28,1249,T,40,6.1NRT,277.6,8.45,N
54.99547,118.62894,305.62,1.16,1.07,2024-06-28,1249,T,65,6.1NRT,284.51,10.72,N
54.99886,118.62074,313.64,1.16,1.07,2024-06-28,1249,T,88,6.1NRT,286.4,18.62,N
55.05066,118.85302,326.85,1.14,1.06,2024-06-28,1249,T,89,6.1NRT,284.17,31.72,N
55.04765,118.83617,317.95,1.14,1.07,2024-06-28,1249,T,53,6.1NRT,281.48,20.82,N
55.90499,124.44019,300.5,1.04,1.02,2024-06-28,1249,T,29,6.1NRT,278.31,7.99,N
55.05973,118.84808,324.07,1.14,1.06,2024-06-28,1249,T,67,6.1NRT,285.87,26.38,N
55.08701,118.94569,319.22,1.13,1.06,2024-06-28,1249,T,50,6.1NRT,284.69,21.94,N
55.06879,118.84311,316.28,1.14,1.06,2024-06-28,1249,T,25,6.1NRT,280.91,17.26,N
55.08699,118.88961,339.14,1.14,1.06,2024-06-28,1249,T,100,6.1NRT,285.76,51.26,N
55.08398,118.8726,370.35,1.14,1.06,2024-06-28,1249,T,100,6.1NRT,289.46,143.11,N
55.0809,118.85528,329.62,1.14,1.06,2024-06-28,1249,T,100,6.1NRT,282.34,35.73,N
55.02468,116.69186,327.84,1.34,1.15,2024-06-28,1249,T,100,6.1NRT,287.56,40.55,N
55.03823,116.70557,328.05,1.34,1.15,2024-06-28,1249,T,84,6.1NRT,288.29,39.5,N
55.03431,116.68578,341.35,1.34,1.15,2024-06-28,1249,T,100,6.1NRT,291.53,68.85,N
55.04776,116.69906,327.93,1.34,1.15,2024-06-28,1249,T,72,6.1NRT,287.83,38.99,N
55.04387,116.67942,336.69,1.34,1.15,2024-06-28,1249,T,100,6.1NRT,289.15,56.12,N
55.04001,116.65994,318.62,1.34,1.15,2024-06-28,1249,T,47,6.1NRT,286.91,21.27,N
55.05745,116.69337,338.78,1.34,1.15,2024-06-28,1249,T,100,6.1NRT,290.2,62.82,N
55.05362,116.67399,326.83,1.34,1.15,2024-06-28,1249,T,74,6.1NRT,288.78,37.4,N
55.06723,116.68813,319.96,1.34,1.15,2024-06-28,1249,T,42,6.1NRT,279.77,25.74,N
55.06339,116.66869,317.94,1.34,1.15,2024-06-28,1249,T,22,6.1NRT,284.97,20.84,N
55.05956,116.64928,330.69,1.34,1.15,2024-06-28,1249,T,91,6.1NRT,288.45,43.79,N
55.05579,116.6302,366.76,1.34,1.15,2024-06-28,1249,T,100,6.1NRT,297.63,158.66,N
55.05189,116.61047,358.71,1.35,1.15,2024-06-28,1249,T,100,6.1NRT,295.7,124.6,N
55.06925,116.64352,325.04,1.34,1.15,2024-06-28,1249,T,65,6.1NRT,288.33,33.51,N
55.06541,116.62402,338.03,1.34,1.15,2024-06-28,1249,T,80,6.1NRT,291.86,58.91,N
55.06144,116.6039,337.8,1.35,1.15,2024-06-28,1249,T,97,6.1NRT,291.98,58.75,N
55.07127,116.59875,330,1.35,1.15,2024-06-28,1249,T,100,6.1NRT,291.58,43.23,N
55.06742,116.57921,307.49,1.35,1.15,2024-06-28,1249,T,14,6.1NRT,288.04,11.21,N
55.08094,116.59279,327.25,1.35,1.15,2024-06-28,1249,T,88,6.1NRT,290.85,37.27,N
55.07718,116.57369,317.3,1.35,1.15,2024-06-28,1249,T,58,6.1NRT,288.49,21.88,N
55.08807,116.58263,314.85,1.35,1.15,2024-06-28,1249,T,77,6.1NRT,287.56,20.49,N
55.09155,116.49127,314.68,1.36,1.15,2024-06-28,1249,T,90,6.1NRT,284.75,22.71,D
55.08739,116.47053,302.31,1.36,1.15,2024-06-28,1249,T,38,6.1NRT,284.29,9.85,D
55.23627,117.11878,316.31,1.28,1.12,2024-06-28,1249,T,66,6.1NRT,285.23,23.68,N
55.23256,117.09955,315.13,1.28,1.12,2024-06-28,1249,T,68,6.1NRT,283.57,21.4,N
55.1047,116.3932,313.61,1.37,1.16,2024-06-28,1249,T,59,6.1NRT,287.03,20.01,D
55.1144,116.38696,308.84,1.37,1.16,2024-06-28,1249,T,38,6.1NRT,284.98,13.72,D
55.13393,116.37525,324.64,1.37,1.16,2024-06-28,1249,T,74,6.1NRT,286.99,33.82,D
55.16325,116.46845,315.78,1.35,1.15,2024-06-28,1249,T,29,6.1NRT,280.57,19.51,D
55.14369,116.36935,328.81,1.37,1.16,2024-06-28,1249,T,100,6.1NRT,285.06,42.74,D
55.14446,116.38447,319.23,1.36,1.16,2024-06-28,1249,T,38,6.1NRT,286.78,24.87,D
55.14057,116.36519,323.55,1.37,1.16,2024-06-28,1249,T,98,6.1NRT,284.67,33.11,D
55.15805,116.39763,320.9,1.36,1.16,2024-06-28,1249,T,96,6.1NRT,285.42,28.97,D
55.1541,116.37803,319.97,1.36,1.16,2024-06-28,1249,T,86,6.1NRT,285.9,27.6,D
55.33123,117.22385,314.57,1.26,1.12,2024-06-28,1249,T,89,6.1NRT,276.58,22.58,N
55.28408,116.87065,305.02,1.3,1.13,2024-06-28,1249,T,30,6.1NRT,281.3,12.1,D
55.28036,116.85153,304.3,1.3,1.13,2024-06-28,1249,T,25,6.1NRT,283.5,11.61,D
55.35981,117.20853,300.85,1.26,1.12,2024-06-28,1249,T,26,6.1NRT,268.8,9.91,N
56.33404,121.56974,302.24,1,1,2024-06-28,1249,T,46,6.1NRT,284.66,7.99,N
56.25998,120.83444,300.57,1.02,1.01,2024-06-28,1249,T,19,6.1NRT,277.64,8.07,N
55.36108,115.70171,309.56,1.43,1.18,2024-06-28,1249,T,56,6.1NRT,271.63,20.22,D
55.35661,115.67981,323.28,1.43,1.18,2024-06-28,1249,T,100,6.1NRT,271.25,40.55,D
56.40084,121.52052,305.21,1,1,2024-06-28,1249,T,63,6.1NRT,283.4,9.07,N
56.6445,121.84264,318.93,1,1,2024-06-28,1249,T,98,6.1NRT,284.89,19.34,N
56.8515,120.15874,315.57,1.02,1.01,2024-06-28,1249,T,92,6.1NRT,282.5,18.03,N
56.84893,120.14234,317.44,1.02,1.01,2024-06-28,1249,T,95,6.1NRT,282.15,19.59,N
56.30411,111.69753,313.66,1.92,1.35,2024-06-28,1249,T,85,6.1NRT,276.75,37.77,D
59.10517,125.33209,302.15,1.17,1.07,2024-06-28,1249,T,47,6.1NRT,285.27,8.87,N
55.29797,105.58205,302.4,3.73,1.81,2024-06-28,1249,T,18,6.1NRT,291.4,23.67,D
55.29211,105.44276,306.67,3.78,1.82,2024-06-28,1249,T,69,6.1NRT,292.23,40.97,D
59.05641,120.02508,337.46,1,1,2024-06-28,1249,T,100,6.1NRT,292.25,40.14,D
59.05144,119.99156,331.73,1,1,2024-06-28,1249,T,100,6.1NRT,288.04,31.58,D
59.04259,119.86967,319.87,1,1,2024-06-28,1249,T,69,6.1NRT,289.26,17.85,D
59.04007,119.85287,339.76,1,1,2024-06-28,1249,T,100,6.1NRT,293.97,44.21,D
59.03756,119.83607,303.97,1,1,2024-06-28,1249,T,39,6.1NRT,288.04,6.65,D
59.04866,119.84793,320.1,1,1,2024-06-28,1249,T,96,6.1NRT,288.62,18.04,D
59.04616,119.83119,316.96,1,1,2024-06-28,1249,T,94,6.1NRT,289.07,15.52,D
59.06477,119.89333,306.76,1,1,2024-06-28,1249,T,53,6.1NRT,287.07,8.5,D
59.12418,120.03542,313.06,1,1,2024-06-28,1249,T,48,6.1NRT,288.55,12.48,D
59.10927,119.93493,300.42,1,1,2024-06-28,1249,T,12,6.1NRT,286.74,4.89,D
59.10177,119.88464,306.24,1,1,2024-06-28,1249,T,37,6.1NRT,287.39,7.86,D
59.09929,119.868,305.51,1,1,2024-06-28,1249,T,17,6.1NRT,289.34,7.35,D
59.13278,120.03056,309.79,1,1,2024-06-28,1249,T,37,6.1NRT,287.91,9.96,D
59.1303,120.01384,310.3,1,1,2024-06-28,1249,T,35,6.1NRT,288.29,9.9,D
59.11785,119.92998,302.82,1,1,2024-06-28,1249,T,46,6.1NRT,285.54,6.07,D
59.10787,119.86304,322.31,1,1,2024-06-28,1249,T,98,6.1NRT,290.11,20.04,D
59.14003,119.95379,314.37,1,1,2024-06-28,1249,T,69,6.1NRT,290.09,13.28,D
59.13753,119.93694,319.77,1,1,2024-06-28,1249,T,99,6.1NRT,289.01,17.83,D
59.1511,119.96561,305.07,1,1,2024-06-28,1249,T,42,6.1NRT,285.64,7.6,D
59.14861,119.94883,300.33,1,1,2024-06-28,1249,T,15,6.1NRT,285.95,5.18,D
59.36213,120.84081,315.41,1,1,2024-06-28,1249,T,91,6.1NRT,288.25,15.91,D
59.37313,120.8531,315.55,1,1,2024-06-28,1249,T,91,6.1NRT,284.64,15.92,D
59.37849,120.75907,313.77,1,1,2024-06-28,1249,T,88,6.1NRT,286.82,13.87,D
59.42504,120.81902,302.16,1,1,2024-06-28,1249,T,20,6.1NRT,286.63,6.28,D
